|6.6.6
contcrust_091219_4.tab                                                                              
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  564.0318       4041.364       2948.797    
  580.1919       4041.364       2946.569    
  596.3520       4041.364       2945.989    
  612.5121       4041.364       2943.828    
  628.6722       4041.364       2891.342    
  644.8323       4041.364       2908.167    
  660.9924       4041.364       2890.160    
  677.1525       4041.364       2891.268    
  693.3126       4041.364       2879.862    
  709.4727       4041.364       2883.923    
  725.6328       4041.364       2887.043    
  741.7929       4041.364       2877.425    
  757.9530       4041.364       2874.309    
  774.1131       4041.364       2869.535    
  790.2732       4041.364       2868.470    
  806.4333       4041.364       2864.506    
  822.5934       4041.364       2864.131    
  838.7535       4041.364       2858.313    
  854.9136       4041.364       2862.180    
  871.0737       4041.364       2857.450    
  887.2338       4041.364       2854.751    
  903.3939       4041.364       2851.677    
  919.5540       4041.364       2843.199    
  935.7141       4041.364       2839.108    
  951.8742       4041.364       2839.557    
  968.0343       4041.364       2836.243    
  984.1944       4041.364       2835.945    
  1000.355       4041.364       2832.531    
  1016.515       4041.364       2830.368    
  1032.675       4041.364       2827.840    
  1048.835       4041.364       2825.391    
  1064.995       4041.364       2823.019    
  1081.155       4041.364       2820.405    
  1097.315       4041.364       2823.653    
  1113.475       4041.364       2819.075    
  1129.635       4041.364       2824.265    
  1145.795       4041.364       2816.715    
  1161.956       4041.364       2818.283    
  1178.116       4041.364       2820.312    
  1194.276       4041.364       2818.373    
  1210.436       4041.364       2812.922    
  1226.596       4041.364       2815.080    
  1242.756       4041.364       2813.938    
  1258.916       4041.364       2808.725    
  1275.076       4041.364       2811.504    
  1291.236       4041.364       2810.234    
  1307.396       4041.364       2807.108    
  1323.557       4041.364       2804.038    
  1339.717       4041.364       2801.439    
  1355.877       4041.364       2801.068    
  1372.037       4041.364       2797.613    
  1388.197       4041.364       2795.138    
  1404.357       4041.364       2788.855    
  1420.517       4041.364       2791.464    
  1436.677       4041.364       2789.825    
  1452.837       4041.364       2786.879    
  1468.997       4041.364       2777.490    
  1485.158       4041.364       2771.353    
  1501.318       4041.364       2770.903    
  1517.478       4041.364       2764.600    
  1533.638       4041.364       2750.089    
  1549.798       4041.364       2740.798    
  1565.958       4041.364       2734.345    
  1582.118       4041.364       2726.854    
  1598.278       4041.364       2753.026    
  1614.438       4041.364       2742.802    
  1630.598       4041.364       2713.094    
  1646.759       4041.364       2710.355    
  1662.919       4041.364       2733.234    
  1679.079       4041.364       2712.003    
