|6.6.6
gabbro_sat_11112020_2.tab                                                                           
           2
T(K)    
   300.00000000000000     
   13.131313131313131     
         100
P(bar)  
   1000.0000000000000     
   898.98989898989896     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  352.5253       6393.939       3164.942    
  365.6566       6393.939       3163.654    
  378.7879       6393.939       3157.177    
  391.9192       6393.939       3161.565    
  405.0505       6393.939       3164.606    
  418.1818       6393.939       3158.623    
  431.3131       6393.939       3163.592    
  444.4444       6393.939       3156.970    
  457.5758       6393.939       3137.433    
  470.7071       6393.939       2972.235    
  483.8384       6393.939       2969.956    
  496.9697       6393.939       2969.168    
  510.1010       6393.939       2969.638    
  523.2323       6393.939       2969.253    
  536.3636       6393.939       2968.288    
  549.4949       6393.939       2966.160    
  562.6263       6393.939       2964.650    
  575.7576       6393.939       2964.734    
  588.8889       6393.939       2961.609    
  602.0202       6393.939       2969.079    
  615.1515       6393.939       2966.089    
  628.2828       6393.939       2967.858    
  641.4141       6393.939       2966.321    
  654.5455       6393.939       2962.703    
  667.6768       6393.939       2964.121    
  680.8081       6393.939       2963.316    
  693.9394       6393.939       2962.536    
  707.0707       6393.939       2957.735    
  720.2020       6393.939       2956.693    
  733.3333       6393.939       2956.801    
  746.4646       6393.939       2948.653    
  759.5960       6393.939       2946.185    
  772.7273       6393.939       2948.383    
  785.8586       6393.939       2949.335    
  798.9899       6393.939       2943.704    
  812.1212       6393.939       2937.971    
  825.2525       6393.939       2932.352    
  838.3838       6393.939       2896.966    
  851.5152       6393.939       2897.223    
  864.6465       6393.939       2895.911    
  877.7778       6393.939       2897.245    
  890.9091       6393.939       2896.151    
  904.0404       6393.939       2897.888    
  917.1717       6393.939       2895.957    
  930.3030       6393.939       2899.390    
  943.4343       6393.939       2910.742    
  956.5657       6393.939       2911.998    
  969.6970       6393.939       2929.809    
  982.8283       6393.939       2958.913    
  995.9596       6393.939       2969.898    
  1009.091       6393.939       2975.345    
  1022.222       6393.939       2974.891    
  1035.354       6393.939       2976.303    
  1048.485       6393.939       2977.506    
  1061.616       6393.939       2975.354    
  1074.747       6393.939       2974.670    
  1087.879       6393.939       2973.456    
  1101.010       6393.939       2971.814    
  1114.141       6393.939       2970.798    
  1127.273       6393.939       2968.896    
  1140.404       6393.939       2968.374    
  1153.535       6393.939       2966.809    
  1166.667       6393.939       2965.739    
  1179.798       6393.939       2964.598    
  1192.929       6393.939       2963.632    
  1206.061       6393.939       2962.599    
  1219.192       6393.939       2959.107    
  1232.323       6393.939       2956.575    
  1245.455       6393.939       2952.187    
  1258.586       6393.939       2950.090    
  1271.717       6393.939       2948.627    
  1284.848       6393.939       2948.027    
  1297.980       6393.939       2946.785    
  1311.111       6393.939       2945.864    
  1324.242       6393.939       2944.570    
  1337.374       6393.939       2944.041    
  1350.505       6393.939       2942.339    
  1363.636       6393.939       2941.527    
  1376.768       6393.939       2939.562    
  1389.899       6393.939       2938.620    
  1403.030       6393.939       2936.390    
  1416.162       6393.939       2935.029    
  1429.293       6393.939       2934.440    
  1442.424       6393.939       2933.191    
  1455.556       6393.939       2930.270    
  1468.687       6393.939       2929.982    
  1481.818       6393.939       2928.314    
  1494.949       6393.939       2928.451    
  1508.081       6393.939       2927.016    
  1521.212       6393.939       2923.333    
  1534.343       6393.939       2923.360    
  1547.475       6393.939       2920.803    
  1560.606       6393.939       2921.985    
  1573.737       6393.939       2920.464    
  1586.869       6393.939       2919.336    
  1600.000       6393.939       2917.836    
  300.0000       7292.929       3156.652    
  313.1313       7292.929       3169.889    
  326.2626       7292.929       3169.451    
  339.3939       7292.929       3168.962    
  352.5253       7292.929       3166.767    
  365.6566       7292.929       3166.545    
  378.7879       7292.929       3162.136    
  391.9192       7292.929       3164.302    
  405.0505       7292.929       3165.664    
  418.1818       7292.929       3163.461    
  431.3131       7292.929       3166.715    
  444.4444       7292.929       3159.137    
  457.5758       7292.929       3158.491    
  470.7071       7292.929       3157.631    
  483.8384       7292.929       3156.856    
  496.9697       7292.929       3028.987    
  510.1010       7292.929       2973.937    
  523.2323       7292.929       2972.699    
  536.3636       7292.929       2971.396    
  549.4949       7292.929       2971.991    
  562.6263       7292.929       2968.125    
  575.7576       7292.929       2969.975    
  588.8889       7292.929       2965.860    
  602.0202       7292.929       2964.869    
  615.1515       7292.929       2974.666    
  628.2828       7292.929       2973.359    
  641.4141       7292.929       2973.722    
  654.5455       7292.929       2969.032    
  667.6768       7292.929       2966.355    
  680.8081       7292.929       2967.248    
  693.9394       7292.929       2964.820    
  707.0707       7292.929       2962.783    
  720.2020       7292.929       2961.297    
  733.3333       7292.929       2963.044    
  746.4646       7292.929       2956.553    
  759.5960       7292.929       2952.780    
  772.7273       7292.929       2950.500    
  785.8586       7292.929       2949.471    
  798.9899       7292.929       2950.899    
  812.1212       7292.929       2951.001    
  825.2525       7292.929       2948.806    
  838.3838       7292.929       2937.526    
  851.5152       7292.929       2904.383    
  864.6465       7292.929       2904.532    
  877.7778       7292.929       2905.385    
  890.9091       7292.929       2906.932    
  904.0404       7292.929       2909.342    
  917.1717       7292.929       2901.976    
  930.3030       7292.929       2909.866    
  943.4343       7292.929       2913.874    
  956.5657       7292.929       2923.568    
  969.6970       7292.929       2931.199    
  982.8283       7292.929       2962.504    
  995.9596       7292.929       2980.509    
  1009.091       7292.929       2989.026    
  1022.222       7292.929       2989.337    
  1035.354       7292.929       2988.385    
  1048.485       7292.929       2985.285    
  1061.616       7292.929       2987.569    
  1074.747       7292.929       2986.129    
  1087.879       7292.929       2984.999    
  1101.010       7292.929       2983.917    
  1114.141       7292.929       2981.969    
  1127.273       7292.929       2980.667    
  1140.404       7292.929       2980.579    
  1153.535       7292.929       2978.245    
  1166.667       7292.929       2978.287    
  1179.798       7292.929       2975.695    
  1192.929       7292.929       2974.451    
  1206.061       7292.929       2972.590    
  1219.192       7292.929       2971.782    
  1232.323       7292.929       2970.793    
  1245.455       7292.929       2969.542    
  1258.586       7292.929       2968.396    
  1271.717       7292.929       2967.053    
  1284.848       7292.929       2965.826    
  1297.980       7292.929       2962.890    
  1311.111       7292.929       2959.595    
  1324.242       7292.929       2955.294    
  1337.374       7292.929       2954.050    
  1350.505       7292.929       2949.797    
  1363.636       7292.929       2948.370    
  1376.768       7292.929       2947.141    
  1389.899       7292.929       2946.435    
  1403.030       7292.929       2944.666    
  1416.162       7292.929       2943.271    
  1429.293       7292.929       2941.426    
  1442.424       7292.929       2940.715    
  1455.556       7292.929       2938.930    
