|6.6.6
basalt_0_h2o_allmorb_11092020_4.tab                                                                 
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         H2O,wt%       
  1711.399       3031.273       0.000000    
  1727.559       3031.273       0.000000    
  1743.719       3031.273       0.000000    
  1759.879       3031.273       0.000000    
  1776.039       3031.273       0.000000    
  1792.199       3031.273       0.000000    
  1808.360       3031.273       0.000000    
  1824.520       3031.273       0.000000    
  1840.680       3031.273       0.000000    
  1856.840       3031.273       0.000000    
  1873.000       3031.273       0.000000    
  273.1500       4041.364       0.000000    
  289.3101       4041.364       0.000000    
  305.4702       4041.364       0.000000    
  321.6303       4041.364       0.000000    
  337.7904       4041.364       0.000000    
  353.9505       4041.364       0.000000    
  370.1106       4041.364       0.000000    
  386.2707       4041.364       0.000000    
  402.4308       4041.364       0.000000    
  418.5909       4041.364       0.000000    
  434.7510       4041.364       0.000000    
  450.9111       4041.364       0.000000    
  467.0712       4041.364       0.000000    
  483.2313       4041.364       0.000000    
  499.3914       4041.364       0.000000    
  515.5515       4041.364       0.000000    
  531.7116       4041.364       0.000000    
  547.8717       4041.364       0.000000    
  564.0318       4041.364       0.000000    
  580.1919       4041.364       0.000000    
  596.3520       4041.364       0.000000    
  612.5121       4041.364       0.000000    
  628.6722       4041.364       0.000000    
  644.8323       4041.364       0.000000    
  660.9924       4041.364       0.000000    
  677.1525       4041.364       0.000000    
  693.3126       4041.364       0.000000    
  709.4727       4041.364       0.000000    
  725.6328       4041.364       0.000000    
  741.7929       4041.364       0.000000    
  757.9530       4041.364       0.000000    
  774.1131       4041.364       0.000000    
  790.2732       4041.364       0.000000    
  806.4333       4041.364       0.000000    
  822.5934       4041.364       0.000000    
  838.7535       4041.364       0.000000    
  854.9136       4041.364       0.000000    
  871.0737       4041.364       0.000000    
  887.2338       4041.364       0.000000    
  903.3939       4041.364       0.000000    
  919.5540       4041.364       0.000000    
  935.7141       4041.364       0.000000    
  951.8742       4041.364       0.000000    
  968.0343       4041.364       0.000000    
  984.1944       4041.364       0.000000    
  1000.355       4041.364       0.000000    
  1016.515       4041.364       0.000000    
  1032.675       4041.364       0.000000    
  1048.835       4041.364       0.000000    
  1064.995       4041.364       0.000000    
  1081.155       4041.364       0.000000    
  1097.315       4041.364       0.000000    
  1113.475       4041.364       0.000000    
  1129.635       4041.364       0.000000    
  1145.795       4041.364       0.000000    
  1161.956       4041.364       0.000000    
  1178.116       4041.364       0.000000    
  1194.276       4041.364       0.000000    
  1210.436       4041.364       0.000000    
  1226.596       4041.364       0.000000    
  1242.756       4041.364       0.000000    
  1258.916       4041.364       0.000000    
  1275.076       4041.364       0.000000    
  1291.236       4041.364       0.000000    
  1307.396       4041.364       0.000000    
  1323.557       4041.364       0.000000    
  1339.717       4041.364       0.000000    
  1355.877       4041.364       0.000000    
  1372.037       4041.364       0.000000    
  1388.197       4041.364       0.000000    
  1404.357       4041.364       0.000000    
  1420.517       4041.364       0.000000    
  1436.677       4041.364       0.000000    
  1452.837       4041.364       0.000000    
  1468.997       4041.364       0.000000    
  1485.158       4041.364       0.000000    
  1501.318       4041.364       0.000000    
  1517.478       4041.364       0.000000    
  1533.638       4041.364       0.000000    
  1549.798       4041.364       0.000000    
  1565.958       4041.364       0.000000    
  1582.118       4041.364       0.000000    
  1598.278       4041.364       0.000000    
  1614.438       4041.364       0.000000    
  1630.598       4041.364       0.000000    
  1646.759       4041.364       0.000000    
  1662.919       4041.364       0.000000    
  1679.079       4041.364       0.000000    
  1695.239       4041.364       0.000000    
  1711.399       4041.364       0.000000    
  1727.559       4041.364       0.000000    
  1743.719       4041.364       0.000000    
  1759.879       4041.364       0.000000    
  1776.039       4041.364       0.000000    
  1792.199       4041.364       0.000000    
  1808.360       4041.364       0.000000    
  1824.520       4041.364       0.000000    
  1840.680       4041.364       0.000000    
  1856.840       4041.364       0.000000    
  1873.000       4041.364       0.000000    
  273.1500       5051.455       0.000000    
  289.3101       5051.455       0.000000    
  305.4702       5051.455       0.000000    
  321.6303       5051.455       0.000000    
  337.7904       5051.455       0.000000    
  353.9505       5051.455       0.000000    
  370.1106       5051.455       0.000000    
  386.2707       5051.455       0.000000    
  402.4308       5051.455       0.000000    
  418.5909       5051.455       0.000000    
  434.7510       5051.455       0.000000    
  450.9111       5051.455       0.000000    
  467.0712       5051.455       0.000000    
  483.2313       5051.455       0.000000    
  499.3914       5051.455       0.000000    
  515.5515       5051.455       0.000000    
  531.7116       5051.455       0.000000    
  547.8717       5051.455       0.000000    
  564.0318       5051.455       0.000000    
  580.1919       5051.455       0.000000    
  596.3520       5051.455       0.000000    
  612.5121       5051.455       0.000000    
  628.6722       5051.455       0.000000    
  644.8323       5051.455       0.000000    
  660.9924       5051.455       0.000000    
  677.1525       5051.455       0.000000    
  693.3126       5051.455       0.000000    
