|6.6.6
basalt_sat_allmorb_10302020_3.tab                                                                   
           2
T(K)    
   400.00000000000000     
   11.111111111111111     
         100
P(bar)  
   2000.0000000000000     
   787.87878787878788     
         100
           3
T(K)           P(bar)         H2O,wt%       
  1355.556       6727.273       0.000000    
  1366.667       6727.273       0.000000    
  1377.778       6727.273       0.000000    
  1388.889       6727.273       0.000000    
  1400.000       6727.273       0.000000    
  1411.111       6727.273       0.000000    
  1422.222       6727.273       0.000000    
  1433.333       6727.273       0.000000    
  1444.444       6727.273       0.000000    
  1455.556       6727.273       0.000000    
  1466.667       6727.273       0.000000    
  1477.778       6727.273       0.000000    
  1488.889       6727.273       0.000000    
  1500.000       6727.273       0.000000    
  400.0000       7515.152       5.147949    
  411.1111       7515.152       5.147276    
  422.2222       7515.152       5.113337    
  433.3333       7515.152       5.109681    
  444.4444       7515.152       5.110014    
  455.5556       7515.152       5.103568    
  466.6667       7515.152       5.104781    
  477.7778       7515.152       5.098927    
  488.8889       7515.152       5.092026    
  500.0000       7515.152       5.083270    
  511.1111       7515.152       5.112131    
  522.2222       7515.152       5.107165    
  533.3333       7515.152       5.102453    
  544.4444       7515.152       5.100855    
  555.5556       7515.152       5.086489    
  566.6667       7515.152       5.075210    
  577.7778       7515.152       5.068444    
  588.8889       7515.152       5.033098    
  600.0000       7515.152       4.979808    
  611.1111       7515.152       3.393818    
  622.2222       7515.152       3.390544    
  633.3333       7515.152       3.386721    
  644.4444       7515.152       3.381347    
  655.5556       7515.152       3.376557    
  666.6667       7515.152       3.372931    
  677.7778       7515.152       3.366080    
  688.8889       7515.152       3.359947    
  700.0000       7515.152       3.343642    
  711.1111       7515.152       3.276071    
  722.2222       7515.152       3.213354    
  733.3333       7515.152       3.145529    
  744.4444       7515.152       3.078172    
  755.5556       7515.152       3.022580    
  766.6667       7515.152       2.967182    
  777.7778       7515.152       2.908853    
  788.8889       7515.152       2.854767    
  800.0000       7515.152       2.795283    
  811.1111       7515.152       2.728174    
  822.2222       7515.152       2.624313    
  833.3333       7515.152       2.535090    
  844.4444       7515.152       2.285382    
  855.5556       7515.152       2.253177    
  866.6667       7515.152       2.068220    
  877.7778       7515.152       1.912045    
  888.8889       7515.152       1.912045    
  900.0000       7515.152       1.746524    
  911.1111       7515.152       1.639522    
  922.2222       7515.152       1.639522    
  933.3333       7515.152      0.7071279    
  944.4444       7515.152      0.5946939    
  955.5556       7515.152      0.4353346    
  966.6667       7515.152      0.2118037    
  977.7778       7515.152       0.000000    
  988.8889       7515.152       0.000000    
  1000.000       7515.152       0.000000    
  1011.111       7515.152       0.000000    
  1022.222       7515.152       0.000000    
  1033.333       7515.152       0.000000    
  1044.444       7515.152       0.000000    
  1055.556       7515.152       0.000000    
  1066.667       7515.152       0.000000    
  1077.778       7515.152       0.000000    
  1088.889       7515.152       0.000000    
  1100.000       7515.152       0.000000    
  1111.111       7515.152       0.000000    
  1122.222       7515.152       0.000000    
  1133.333       7515.152       0.000000    
  1144.444       7515.152       0.000000    
  1155.556       7515.152       0.000000    
  1166.667       7515.152       0.000000    
  1177.778       7515.152       0.000000    
  1188.889       7515.152       0.000000    
  1200.000       7515.152       0.000000    
  1211.111       7515.152       0.000000    
  1222.222       7515.152       0.000000    
  1233.333       7515.152       0.000000    
  1244.444       7515.152       0.000000    
  1255.556       7515.152       0.000000    
  1266.667       7515.152       0.000000    
  1277.778       7515.152       0.000000    
  1288.889       7515.152       0.000000    
  1300.000       7515.152       0.000000    
  1311.111       7515.152       0.000000    
  1322.222       7515.152       0.000000    
  1333.333       7515.152       0.000000    
